"capa_1_neurona_1","capa_1_neurona_2","capa_1_neurona_3"
0.00653371423613715,0.343470676251858,0.651518772117502
-1.76768463768916,-1.55511995371749,0.83172943897768
-1.05189888024599,-2.05334895768974,-0.437878925305923
1.27039514640824,-0.501758544782789,-0.322669347335863
-1.66773812931862,0.0873383001532989,1.10455707836428
0.199524566652464,-0.847110042666894,-1.24428924322221
-0.499697068613261,1.4138543385574,NA
-6.76984378632169,1.41409762192488,NA
1.34712274633503,-1.76244947356816,NA
2.3953960958149,-0.38968412528439,NA
-0.0507056477635308,-1.16131175357571,NA
-0.745675955727221,-0.552281616374865,NA
-0.162952938808863,0.509181759301925,NA
1.07848289529503,-0.927679600124359,NA
0.479895229258995,0.168254946553623,NA
-0.330091474906673,-0.0350810854082933,NA
0.657394947967998,1.71792794292097,NA
1.34342555733917,0.848069336913679,NA
-0.120354787129673,-0.287474932902998,NA
1.51805067482211,1.29780865325959,NA
0.301577529123706,-1.57315562810755,NA
-0.47167523299776,-1.12871965977154,NA
0.981066005178431,0.956528360305871,NA
-2.69265564016519,0.128658101208799,NA
0.14514435000867,-1.73605419366479,NA
1.32970927619343,0.496214963141424,NA
0.975710328405968,-0.464713444194708,NA
-0.156931907163303,-0.019363897064915,NA
0.129882304179332,1.25032257283214,NA
1.12055865273359,-0.445222701453166,NA
0.567763613963018,0.0353312295978384,NA
0.373120373066809,-0.673988319975981,NA
-0.492001452942457,0.351727417752706,NA
-1.69985654707403,0.491302203298175,NA
0.813371123937673,0.70445587297259,NA
-0.286409745212293,-0.0268422768958478,NA
-1.22001908152211,-0.467077096275005,NA
-0.208746410727925,-2.43747570817256,NA
0.0979302470660626,0.658839402005348,NA
0.060841347148529,0.999166594395245,NA
-0.516504895802972,0.635826877284329,NA
0.402220065662463,-0.507720610950509,NA
-1.00507308934473,1.30321601554023,NA
-0.268626655166066,1.10407978251652,NA
0.696722393464882,0.237574526692359,NA
1.15744661989848,-0.0305873373417717,NA
0.329391011912542,-1.89692257363242,NA
-1.6876597622458,1.52747996721309,NA
0.749402711025424,0.271538340262288,NA
0.382026390234393,0.788272648540234,NA
1.3099591470912,1.01382022627961,NA
0.0765805699607134,-0.114665126407728,NA
-0.352817904629555,-0.587543989633275,NA
0.423253464150881,-0.358541838229957,NA
-0.940762943949817,-0.99528495851614,NA
-2.04033034452011,NA,NA
53.5104003126416,NA,NA
-2.48276462821856,NA,NA
1.09012002420506,NA,NA
0.273977988395449,NA,NA
-0.600645291543849,NA,NA
-0.806446154534022,NA,NA
0.63871924879356,NA,NA
-0.114202160511429,NA,NA
-0.433816336836399,NA,NA
0.37325271064868,NA,NA
-1.02057525859353,NA,NA
0.948438553076764,NA,NA
1.10396240743659,NA,NA
-1.48103453458521,NA,NA
-1.55890768049686,NA,NA
0.075012922431305,NA,NA
2.10629999566779,NA,NA
1.53655238728382,NA,NA
-0.220119125945893,NA,NA
0.336667387051558,NA,NA
-0.908252381726143,NA,NA
-0.737769427482385,NA,NA
-0.83457000412296,NA,NA
-0.729990961171051,NA,NA
-1.22223715062682,NA,NA
0.536086143045233,NA,NA
-1.3929877558826,NA,NA
-1.03682288995478,NA,NA
1.03189985823868,NA,NA
1.46216446838989,NA,NA
0.69232095603904,NA,NA
-0.754333379003151,NA,NA
-0.411979703989894,NA,NA
0.96699049764362,NA,NA
-2.85354184875515,NA,NA
0.335568061543001,NA,NA
0.342441480277808,NA,NA
1.67784072251929,NA,NA
0.678179618213162,NA,NA
-2.73642628191925,NA,NA
0.12334139412136,NA,NA
0.0952674629713329,NA,NA
-0.0776010378424981,NA,NA
-0.051444408285979,NA,NA
0.694361360556153,NA,NA
-0.995109180466602,NA,NA
0.138131631322527,NA,NA
0.599392632433754,NA,NA
-6.27222633993087,NA,NA
0.34419897362713,NA,NA
1.47121661889772,NA,NA
-5.71384380950353,NA,NA
0.109796408638169,NA,NA
-1.09616351585617,NA,NA
1.05970675546443,NA,NA
-0.20644412405801,NA,NA
-0.840839352488293,NA,NA
-0.901037183564444,NA,NA
0.737845125735489,NA,NA
0.306050588055774,NA,NA
-1.00616757944499,NA,NA
-0.65184167898384,NA,NA
0.48744652892082,NA,NA
0.331760987070355,NA,NA
