Tem;Mr;Sd;Cp;n;IP;LOI;MBI;C_Mpa;T_Mpa;Duw;C_S
10;147.6064056;25.61983352;35.80245098;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;156.6825877;25.56002068;35.78578431;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;158.6034154;25.35067573;35.76372549;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;146.8798516;26.05846102;35.74705882;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;161.5110527;36.90452283;35.02794118;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;156.7086742;36.49580175;35.03529412;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;171.8466154;37.47274482;35.03382353;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;163.6071007;37.11386778;35.02598039;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;154.2479347;36.8546788;35.02058824;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;167.0466828;49.91381573;35.02794118;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;167.5713859;48.59793323;35.02892157;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;161.1071816;49.55493868;35.02696078;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;165.6660067;49.77425243;35.01813725;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;171.9024617;49.85400289;35.02598039;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;176.6660678;62.39476186;35.03235294;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;185.4896855;62.4545747;35.02647059;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;180.6585825;62.61407561;35.02892157;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;176.4995479;62.72373249;35.02990196;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;184.3385066;63.28198567;35.04166667;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;140.5743466;12.74013511;27.60784314;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;133.5572759;12.47097733;27.6127451;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;123.6479685;12.70025988;27.61029412;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;149.0334295;12.77004153;27.61470588;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;141.337441;12.42113329;27.61911765;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;155.4069705;25.18120602;27.625;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;142.546243;25.75939681;27.62892157;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;148.2287655;25.32076931;27.63039216;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;150.3796666;25.44039499;27.63578431;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;146.22798;25.38058215;27.63235294;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;155.8262275;37.40296317;27.60637255;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;156.9723246;37.33318153;27.60147059;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;146.8833786;37.27336868;27.60343137;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;156.7849447;37.89143471;27.60539216;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;161.1567719;36.73505312;27.60196078;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;162.6616158;49.94372215;27.59558824;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;159.1622851;51.22969823;27.59754902;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;149.6071683;47.98983601;27.60098039;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;161.5921856;50.59169459;27.59754902;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;153.1495909;50.47206891;27.60147059;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;170.2390503;61.52747567;27.58578431;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;171.1336561;61.09881697;27.6;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;164.2972612;61.81657107;27.59215686;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;164.749734;61.89632152;27.58921569;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;168.785491;61.83650868;27.59166667;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;99.89536784;13.38810755;14.5504902;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;104.4746446;13.42798278;14.53088235;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;95.46811186;12.89963602;14.51127451;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;96.8456954;12.97938647;14.50735294;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;107.23055;12.83982318;14.5004902;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;110.6886811;25.23105005;13.59362745;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;111.5777788;24.88214181;13.58970588;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;110.2984628;25.08151795;13.58137255;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;107.5841349;25.35067573;13.57745098;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;109.5645127;24.49335835;13.55490196;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;123.2415511;36.82477238;14.5004902;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;119.3501197;36.64533386;14.5;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;124.9863724;36.31636323;14.49901961;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;120.7027666;35.66839079;14.50147059;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;116.7770511;37.07399255;14.50098039;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;125.6020617;49.46521942;14.59411765;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;131.8937256;48.53812039;14.58872549;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;131.3996725;50.23281755;14.58970588;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;126.464316;49.94372215;14.58872549;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;137.9670563;50.62160101;14.59166667;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;134.8262807;61.31813072;14.57156863;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;151.6645707;65.89381305;14.57696078;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;141.3938695;61.19850504;14.5627451;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;142.5711894;67.18975794;14.56127451;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;142.803656;61.33806834;14.56568627;0.309988756;0;4;10;2.63401242;2.860429181;1.606668517;0.125
10;118.6210565;12.35333266;41.18186275;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;122.5269834;12.38321976;41.1872549;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;110.9869951;12.58246706;41.18284314;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;112.992482;12.26367138;41.17990196;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;127.3508734;12.42306922;41.18676471;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;131.4762368;25.01549864;41.1504902;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;124.4993088;25.27452013;41.14362745;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;120.2183731;25.14500939;41.14509804;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;126.3363342;25.31436959;41.1372549;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;120.7891287;25.10515993;41.14509804;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;128.3112336;36.59176683;41.1254902;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;129.8037838;36.96037434;41.13578431;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;134.7235706;36.94044961;41.14166667;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;130.7095177;36.70135285;41.14264706;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;134.8670372;36.92052488;41.14166667;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;138.6940083;50.3398306;41.12156863;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;143.8187558;49.86163708;41.12401961;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;142.7249119;49.92141127;41.12303922;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;138.0474625;49.80186289;41.12205882;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;140.7359914;49.47310484;41.12598039;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;156.9980837;62.36440522;41.12009804;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;156.6492421;62.29466866;41.11764706;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;152.8137216;61.77662568;41.10931373;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;154.45875;61.6271902;41.11127451;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;155.0809144;62.69316326;41.11470588;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;85.1395957;12.38321976;27.55980392;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;88.76877035;12.44299395;27.54068627;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;88.56678867;12.06442408;27.52401961;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;80.66988241;12.19393482;27.50441176;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;86.11172553;12.37325739;27.48823529;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;94.11833159;25.14500939;28.07647059;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;97.7678522;25.17489648;28.07794118;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;93.62873277;25.0553481;28.08529412;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;91.78828996;24.92583736;28.09313725;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;97.20306559;25.7128642;28.09901961;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;104.0257978;36.75116467;28.18333333;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;105.6586544;36.63161629;28.18088235;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;103.1558734;36.76112704;28.17254902;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;106.3592849;36.78105177;28.17990196;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;107.7207233;36.92052488;28.17352941;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;117.3964623;49.83174998;28.13382353;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;113.9010579;50.29998114;28.13284314;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;114.7013074;50.25016931;28.13088235;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;116.3360559;49.84171235;28.12205882;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;112.4225933;49.00487368;28.12205882;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;130.5139701;62.6832009;28.09215686;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;128.3029673;62.18508265;28.09509804;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;129.1619104;62.37436758;28.09117647;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;128.4328473;61.79655041;28.09313725;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;125.7133202;62.14523319;28.09313725;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;57.11493715;12.42306922;14.68284314;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;57.56656493;11.96480043;14.68137255;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;61.47388336;12.26367138;14.66519608;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;57.31350676;12.16404773;14.63872549;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;56.65663741;12.17401009;14.63137255;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;63.66460516;24.92583736;13.69166667;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;64.19438362;24.93579972;13.68333333;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;62.50030303;24.49745566;13.68333333;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;64.10416798;24.81625134;13.66323529;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;62.7702204;24.79632661;13.65;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;72.8613907;36.85078832;14.53921569;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;75.28372086;37.14965927;14.5495098;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;74.28927635;37.27917002;14.56568627;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;72.94106406;37.17954637;14.57009804;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;73.95794193;36.95041197;14.56813725;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;86.40542756;49.85167471;14.70343137;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;83.80153588;49.3435941;14.70882353;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;84.92193187;49.7420887;14.70686275;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;84.85289784;49.40336829;14.70833333;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;83.21990351;49.40336829;14.70931373;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;99.82961729;62.55369015;14.71127451;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;97.27089717;61.67700203;14.70686275;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;98.99645719;61.24862033;14.70539216;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;98.61264468;62.35444285;14.70294118;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
10;97.70371084;61.73677622;14.70392157;0.3149455;0;4;10;2.589224796;4.353379864;1.595126902;0.125
28;205.2929971;9.99134703;40.75980392;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;193.3387712;12.22271466;40.77156863;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;221.9050564;14.47400522;40.76470588;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;218.3924506;13.58743504;40.76568627;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;188.3433665;10.48942016;40.7622549;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;232.6487459;26.49749063;40.75147059;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;233.2001205;28.08136319;40.7504902;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;230.411603;25.78026532;40.7504902;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;253.6233183;25.95957164;40.7504902;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;245.5769654;24.02704789;40.75343137;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;225.0104036;36.57849082;40.74117647;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;242.2299319;37.55471416;40.74313725;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;257.0894269;35.47276847;40.73578431;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;256.8552074;39.04893355;40.74607843;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;264.2304833;37.7838278;40.74411765;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;263.8430207;48.05409578;40.73088235;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;264.9893495;48.661745;40.73137255;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;242.3698035;47.42652364;40.73137255;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;243.7302401;47.81502068;40.73137255;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;256.9228511;47.82498214;40.73039216;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;258.1001688;61.90052885;40.72254902;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;278.0925433;59.99788949;40.73431373;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;256.4700625;61.12353477;40.71911765;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;264.7181219;61.76106838;40.73088235;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;262.2223684;62.09975811;40.72794118;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;161.0066385;11.79437177;26.86519608;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;178.6847323;11.83421762;26.83872549;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;174.0380844;12.31236782;26.81960784;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;178.9604803;12.92997851;26.80588235;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;162.0241512;11.6250269;26.79313725;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;185.9043174;25.6507663;28.26666667;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
28;193.0153374;25.76034239;28.26029412;0.325988869;0;4;10;3.205224796;5.130200789;1.56941278;0.125
