"y_real","y_predicho"
0,-0.000839491748394594
0,-0.000762377518346291
0,0.000292972578052719
0,-0.00133700583615892
0,-0.00293475366127205
0,-0.00265777933068789
0,-0.00251606067331422
0,-0.00168421968843524
0,0.00726145442192339
0,0.00577625748718735
0,0.00541707986443263
0,0.00267972599110411
0,0.004344327843955
0,-0.00113207115812364
0,-0.00193068119521456
0,-0.00126302534236322
0,-0.00149736140862899
0,0.00112851183598695
0,0.00125974832570885
0,-0.00590998666592502
0,-0.00120984296931659
0,-0.000826265280750471
0,-0.000125963740499557
0,0.000528147842680182
0,0.000410357257071725
0,0.00121965413215497
0,0.00348830080807261
0,0.00306703630793359
0,0.00363062281177329
0,0.00622614083320161
0,0.00163075858122796
0,0.00138901339336905
0,0.0020106080294735
0,0.00163112334828852
0,0.000769650231171037
0,0.000631341522121187
0,-0.00455138905670494
0,-0.00421585443929173
0,-0.00442953780493838
0,-0.00493410262608185
0,-0.00471740534979181
0,-0.00553151030488341
0,-0.00518450134436388
0,-0.00388335869968925
0,-0.00444969101848847
0,-0.00492316682969207
0,-0.00563838541332207
0,0.00135031075069325
0,0.00143121353117392
0,5.15179251119324e-05
0,0.00193103588826071
0,0.00420745979769288
0,0.00148936774821262
0,0.000484968775576244
0,-0.000424165592063597
0,0.00120516015485683
0,0.00780692589635978
0,0.00835249875270394
0,0.00208131290628299
0,0.0023520237874205
0,0.00247915878986504
0,-0.00239090032887679
0,0.00415735865372446
0,-0.00336142318553456
0,-0.00300049717785422
0,0.000540609558673966
0,-0.00658388685513023
0,-0.00292480989153721
0,-0.00017959356323638
0,-0.000815072977030762
0,-0.000311451993828094
0,-0.000792466601378661
0,-0.00174045812515033
0,-0.00280694370667545
0,0.0023165852390391
0,0.00117881436899203
0,-0.000379292302192136
0,0.00179924503249551
0,0.00134235240287162
0,0.00134077415202061
0,0.00068639327430331
0,-0.000286647864094047
0,0.000856441936171404
0,-7.6029320291382e-05
0,0.0011347414750934
0,0.00201864488118231
0,-0.000259049005892908
0,0.000249507411950622
0,-0.00282586547192454
0,-0.00401991303895599
0,-0.00404576223616959
0,-0.00329780125934009
0,-0.00160255835632805
0,-0.00150808202795438
0,-0.000246154075601024
0,-0.00481868876989111
0,-0.00275918638005113
0,-0.00105020166984027
0,-0.000266273379939452
0,0.00272008444264715
0,0.00102546916386614
0,0.00209617845590016
0,0.00299315936440658
0,-0.00335113483021487
0,-0.00386228175280245
0,-0.00388257059330899
0,-0.0022251221029671
0,-0.00468308105896587
0,-0.00342293777192637
0,0.000596193261125144
0,-0.0011215540240852
0,-0.00161070231086546
0,-0.0015998849530644
0,-0.00172494784526322
0,-0.00152417148205031
0,-0.00124627091391061
0,0.00590142196931098
0,0.000721343861893264
0,0.0015534483862204
0,0.00184994546953143
0,0.00274529387045719
0,0.00214779954860445
0,0.00311002024158435
0,0.0024957847703857
0,0.00205829047094708
0,0.0029526589841351
0,0.00334189626807879
0.11864406779661,0.123650648908037
0.11864406779661,0.121631533132821
0.11864406779661,0.121639499951654
0.11864406779661,0.120597035288568
0.11864406779661,0.11860138838676
0.11864406779661,0.122661714428915
0.11864406779661,0.122409743626976
0.11864406779661,0.122418901200808
0.11864406779661,0.121076474936317
0.11864406779661,0.120843528676356
0.11864406779661,0.119520460688987
0.11864406779661,0.118619380745849
0.11864406779661,0.117418102749861
0.11864406779661,0.117376450152654
0.11864406779661,0.115956863039383
0.11864406779661,0.115134970156869
0.11864406779661,0.114938322695219
0.11864406779661,0.119289407915472
0.11864406779661,0.11456142908099
0.11864406779661,0.113229277494805
0.11864406779661,0.113551750424933
0.11864406779661,0.122599326424703
0.11864406779661,0.121066085112358
0.11864406779661,0.12157844360284
0.11864406779661,0.120162325053783
0.11864406779661,0.120033197378212
0.11864406779661,0.119247102618323
0.11864406779661,0.115964678927431
0.11864406779661,0.115153828409927
0.11864406779661,0.11802933119479
0.11864406779661,0.117430179366831
0.11864406779661,0.118360552830848
0.11864406779661,0.117773688128032
0.11864406779661,0.118025554803018
0.11864406779661,0.117598840736717
0.11864406779661,0.115716585015072
0.11864406779661,0.115934450183302
0.11864406779661,0.114357500021692
0.11864406779661,0.114610326048886
0.11864406779661,0.11237560679426
0.11864406779661,0.110419264236938
0.11864406779661,0.110209998725076
0.11864406779661,0.119374304321555
0.11864406779661,0.109157871005393
0.11864406779661,0.110309497298702
0.11864406779661,0.113487620184329
0.11864406779661,0.114218022653201
0.11864406779661,0.112490948470281
0.11864406779661,0.114714091858798
0.11864406779661,0.114850547086011
0.11864406779661,0.117853472409033
0.11864406779661,0.120467705469392
0.11864406779661,0.118519136207634
0.11864406779661,0.122875316561768
0.11864406779661,0.124341769030871
0.11864406779661,0.124411935507603
0.11864406779661,0.120778278050473
0.11864406779661,0.120444802935406
0.11864406779661,0.119442934010273
0.11864406779661,0.119414334903883
0.11864406779661,0.125083711195045
0.11864406779661,0.128539063798342
0.11864406779661,0.125069819473615
0.11864406779661,0.121272237247351
0.11864406779661,0.12235099958999
0.11864406779661,0.115129327418664
0.11864406779661,0.116486129867384
0.11864406779661,0.117085485392372
0.11864406779661,0.117543345871328
0.11864406779661,0.118682680033949
0.11864406779661,0.120642294378717
0.11864406779661,0.117665754943242
0.11864406779661,0.117800069570304
0.11864406779661,0.116966754364893
0.11864406779661,0.117389240816097
0.11864406779661,0.117822269253602
0.11864406779661,0.118504079783754
0.11864406779661,0.120733962201807
0.11864406779661,0.120785932816951
0.11864406779661,0.117589006868871
0.11864406779661,0.119081698762342
0.11864406779661,0.119425489768414
0.11864406779661,0.121227442791723
0.11864406779661,0.114787424930807
0.11864406779661,0.123261537893422
0.11864406779661,0.124022164447308
0.11864406779661,0.119563980860865
0.11864406779661,0.121547921977214
0.11864406779661,0.121927593989183
0.11864406779661,0.120717286860672
0.11864406779661,0.119253877460882
0.11864406779661,0.119244420475208
